Blair Rasmussen,3088000,1996,1995,ATL,Atlanta Hawks
Steve Smith,2568000,1996,1995,ATL,Atlanta Hawks
Mookie Blaylock,2500000,1996,1995,ATL,Atlanta Hawks
Ken Norman,2416000,1996,1995,ATL,Atlanta Hawks
Stacey Augmon,2160000,1996,1995,ATL,Atlanta Hawks
Andrew Lang,1964000,1996,1995,ATL,Atlanta Hawks
Grant Long,1860000,1996,1995,ATL,Atlanta Hawks
Craig Ehlo,1855000,1996,1995,ATL,Atlanta Hawks
Spud Webb,1800000,1996,1995,ATL,Atlanta Hawks
Alan Henderson,791000,1996,1995,ATL,Atlanta Hawks
Donnie Boyce,250000,1996,1995,ATL,Atlanta Hawks
Matt Bullard,225000,1996,1995,ATL,Atlanta Hawks
Todd Mundt,225000,1996,1995,ATL,Atlanta Hawks
Dana Barros,3300000,1996,1995,BOS,Boston Celtic
Dee Brown,3000000,1996,1995,BOS,Boston Celtic
Dino Radja,2640000,1996,1995,BOS,Boston Celtic
Todd Day,2518000,1996,1995,BOS,Boston Celtic
Rick Fox,1750000,1996,1995,BOS,Boston Celtic
Pervis Ellison,1430000,1996,1995,BOS,Boston Celtic
Eric Montross,1040000,1996,1995,BOS,Boston Celtic
Eric Williams,876000,1996,1995,BOS,Boston Celtic
Doug Smith,450000,1996,1995,BOS,Boston Celtic
Greg Minor,325000,1996,1995,BOS,Boston Celtic
Junior Burrough,300000,1996,1995,BOS,Boston Celtic
Alton Lister,300000,1996,1995,BOS,Boston Celtic
David Wesley,300000,1996,1995,BOS,Boston Celtic
Larry Johnson,4295000,1996,1995,CHA,Charlotte Hornets
Glen Rice,3302000,1996,1995,CHA,Charlotte Hornets
Kendall Gill,3200000,1996,1995,CHA,Charlotte Hornets
Robert Parish,2500000,1996,1995,CHA,Charlotte Hornets
Khalid Reeves,1602000,1996,1995,CHA,Charlotte Hornets
Dell Curry,1570000,1996,1995,CHA,Charlotte Hornets
Matt Geiger,1532000,1996,1995,CHA,Charlotte Hornets
Muggsy Bogues,1350000,1996,1995,CHA,Charlotte Hornets
Scott Burrell,1040000,1996,1995,CHA,Charlotte Hornets
George Zidek,603000,1996,1995,CHA,Charlotte Hornets
Rafael Addison,360000,1996,1995,CHA,Charlotte Hornets
Greg Sutton,250000,1996,1995,CHA,Charlotte Hornets
Darrin Hancock,225000,1996,1995,CHA,Charlotte Hornets
Michael Jordan,3850000,1996,1995,CHI,Chicago Bulls
Toni Kukoc,3560000,1996,1995,CHI,Chicago Bulls
Ron Harper,3120000,1996,1995,CHI,Chicago Bulls
Scottie Pippen,2925000,1996,1995,CHI,Chicago Bulls
Dennis Rodman,2500000,1996,1995,CHI,Chicago Bulls
Luc Longley,2300000,1996,1995,CHI,Chicago Bulls
Bill Wennington,1000000,1996,1995,CHI,Chicago Bulls
Randy Brown,900000,1996,1995,CHI,Chicago Bulls
Dickey Simpkins,845000,1996,1995,CHI,Chicago Bulls
