Joe Johnson,12744189,2007,2006,ATL,Atlanta Hawks
Speedy Claxton,6854546,2007,2006,ATL,Atlanta Hawks
Marvin Williams,4174800,2007,2006,ATL,Atlanta Hawks
Zaza Pachulia,4000000,2007,2006,ATL,Atlanta Hawks
Tyronn Lue,3500000,2007,2006,ATL,Atlanta Hawks
Lorenzen Wright,3250000,2007,2006,ATL,Atlanta Hawks
Shelden Williams,2952840,2007,2006,ATL,Atlanta Hawks
Josh Childress,2863920,2007,2006,ATL,Atlanta Hawks
Anthony Johnson,2640000,2007,2006,ATL,Atlanta Hawks
Josh Smith,1460640,2007,2006,ATL,Atlanta Hawks
Royal Ivey,744551,2007,2006,ATL,Atlanta Hawks
Salim Stoudamire,729000,2007,2006,ATL,Atlanta Hawks
Solomon Jones,675000,2007,2006,ATL,Atlanta Hawks
Esteban Batista,664209,2007,2006,ATL,Atlanta Hawks
Stanislav Medvedenko,625132,2007,2006,ATL,Atlanta Hawks
Cedric Bozeman,412718,2007,2006,ATL,Atlanta Hawks
Matt Freije,145961,2007,2006,ATL,Atlanta Hawks
Dijon Thompson,89101,2007,2006,ATL,Atlanta Hawks
Jeremy Richardson,55365,2007,2006,ATL,Atlanta Hawks
Ben Wallace,16000000,2007,2006,CHI,Chicago Bulls
P.J. Brown,8560000,2007,2006,CHI,Chicago Bulls
Andres Nocioni,3950000,2007,2006,CHI,Chicago Bulls
Ben Gordon,3862080,2007,2006,CHI,Chicago Bulls
Tyrus Thomas,3260760,2007,2006,CHI,Chicago Bulls
Kirk Hinrich,3192628,2007,2006,CHI,Chicago Bulls
Chris Duhon,3024000,2007,2006,CHI,Chicago Bulls
Mike Sweetney,2696956,2007,2006,CHI,Chicago Bulls
Luol Deng,2614440,2007,2006,CHI,Chicago Bulls
Malik Allen,1803600,2007,2006,CHI,Chicago Bulls
Thabo Sefolosha,1679280,2007,2006,CHI,Chicago Bulls
Adrian Griffin,1475000,2007,2006,CHI,Chicago Bulls
Viktor Khryapa,1172400,2007,2006,CHI,Chicago Bulls
Andre Barrett,744551,2007,2006,CHI,Chicago Bulls
Martynas Andriuskevicius,664209,2007,2006,CHI,Chicago Bulls
Luke Schenscher,55000,2007,2006,CHI,Chicago Bulls
Larry Hughes,13363012,2007,2006,CLE,Cleveland Caveliers
Zydrunas Ilgauskas,9442697,2007,2006,CLE,Cleveland Caveliers
Drew Gooden,6645402,2007,2006,CLE,Cleveland Caveliers
Eric Snow,6093750,2007,2006,CLE,Cleveland Caveliers
LeBron James,5828090,2007,2006,CLE,Cleveland Caveliers
Donyell Marshall,5633037,2007,2006,CLE,Cleveland Caveliers
Damon Jones,3884678,2007,2006,CLE,Cleveland Caveliers
Ira Newble,3196050,2007,2006,CLE,Cleveland Caveliers
Scot Pollard,2200000,2007,2006,CLE,Cleveland Caveliers
Sasha Pavlovic,1962206,2007,2006,CLE,Cleveland Caveliers
David Wesley,1750000,2007,2006,CLE,Cleveland Caveliers
Shannon Brown,971280,2007,2006,CLE,Cleveland Caveliers
Anderson Varejao,945600,2007,2006,CLE,Cleveland Caveliers
Dwayne Jones,664209,2007,2006,CLE,Cleveland Caveliers
Daniel Gibson,412718,2007,2006,CLE,Cleveland Caveliers
Rasheed Wallace,11650000,2007,2006,DET,Detroit Pistons
Richard Hamilton,9187500,2007,2006,DET,Detroit Pistons
Tayshaun Prince,7851240,2007,2006,DET,Detroit Pistons
Chauncey Billups,6364400,2007,2006,DET,Detroit Pistons
Antonio McDyess,5883600,2007,2006,DET,Detroit Pistons
Nazr Mohammed,5215000,2007,2006,DET,Detroit Pistons
Dale Davis,3500000,2007,2006,DET,Detroit Pistons
Lindsey Hunter,2250000,2007,2006,DET,Detroit Pistons
Ronald Murray,1750000,2007,2006,DET,Detroit Pistons
Carlos Delfino,1037280,2007,2006,DET,Detroit Pistons
Jason Maxiell,973440,2007,2006,DET,Detroit Pistons
Alex Acker,839209,2007,2006,DET,Detroit Pistons
Ronald Dupree,771331,2007,2006,DET,Detroit Pistons
Amir Johnson,664209,2007,2006,DET,Detroit Pistons
Chris Webber,661024,2007,2006,DET,Detroit Pistons
Will Blalock,412718,2007,2006,DET,Detroit Pistons
Baron Davis,15070000,2007,2006,GSW,Golden State
Jason Richardson,9999999,2007,2006,GSW,Golden State
Adonal Foyle,8125000,2007,2006,GSW,Golden State
Al Harrington,7625000,2007,2006,GSW,Golden State
Stephen Jackson,6120000,2007,2006,GSW,Golden State
Sarunas Jasikevicius,4000000,2007,2006,GSW,Golden State
Mickael Pietrus,2535260,2007,2006,GSW,Golden State
Zarko Cabarkapa,2157097,2007,2006,GSW,Golden State
Patrick O\'Bryant,2061720,2007,2006,GSW,Golden State
Andris Biedrins,1986960,2007,2006,GSW,Golden State
Dajuan Wagner,771331,2007,2006,GSW,Golden State
Matt Barnes,771331,2007,2006,GSW,Golden State
Josh Powell,744551,2007,2006,GSW,Golden State
Andre Owens,676800,2007,2006,GSW,Golden State
Monta Ellis,664209,2007,2006,GSW,Golden State
Chris Taft,664209,2007,2006,GSW,Golden State
Devin Brown,500000,2007,2006,GSW,Golden State
Anthony Roberson,267111,2007,2006,GSW,Golden State
Kelenna Azubuike,251657,2007,2006,GSW,Golden State
Renaldo Major,20133,2007,2006,GSW,Golden State
Tracy McGrady,16901500,2007,2006,HOU,Houston Rockets
Yao Ming,12455000,2007,2006,HOU,Houston Rockets
Juwan Howard,6392100,2007,2006,HOU,Houston Rockets
Shane Battier,5393300,2007,2006,HOU,Houston Rockets
Rafer Alston,4200000,2007,2006,HOU,Houston Rockets
Bob Sura,3840000,2007,2006,HOU,Houston Rockets
Jake Tsakalidis,2900000,2007,2006,HOU,Houston Rockets
Dikembe Mutombo,2210000,2007,2006,HOU,Houston Rockets
Bonzi Wells,2115000,2007,2006,HOU,Houston Rockets
Vassilis Spanoulis,1800000,2007,2006,HOU,Houston Rockets
Kirk Snyder,1537440,2007,2006,HOU,Houston Rockets
Luther Head,1048800,2007,2006,HOU,Houston Rockets
Ryan Bowen,998967,2007,2006,HOU,Houston Rockets
John Lucas,700000,2007,2006,HOU,Houston Rockets
Chuck Hayes,664209,2007,2006,HOU,Houston Rockets
Steve Novak,600000,2007,2006,HOU,Houston Rockets
Kelenna Azubuike,50000,2007,2006,HOU,Houston Rockets
Casey Jacobsen,31250,2007,2006,HOU,Houston Rockets
Elton Brand,14248000,2007,2006,LAC,Los Angeles
Cuttino Mobley,8125000,2007,2006,LAC,Los Angeles
Corey Maggette,7000000,2007,2006,LAC,Los Angeles
Sam Cassell,6850000,2007,2006,LAC,Los Angeles
Tim Thomas,5215000,2007,2006,LAC,Los Angeles
Chris Kaman,3491768,2007,2006,LAC,Los Angeles
Shaun Livingston,3481920,2007,2006,LAC,Los Angeles
Zeljko Rebraca,3240000,2007,2006,LAC,Los Angeles
Yaroslav Korolev,1832280,2007,2006,LAC,Los Angeles
Aaron Williams,1750000,2007,2006,LAC,Los Angeles
Boniface N\'Dong,839209,2007,2006,LAC,Los Angeles
Quinton Ross,771331,2007,2006,LAC,Los Angeles
James Singleton,675000,2007,2006,LAC,Los Angeles
Daniel Ewing,664209,2007,2006,LAC,Los Angeles
Paul Davis,412718,2007,2006,LAC,Los Angeles
Jason Hart,242640,2007,2006,LAC,Los Angeles
Doug Christie,158071,2007,2006,LAC,Los Angeles
Alvin Williams,103992,2007,2006,LAC,Los Angeles
Luke Jackson,40501,2007,2006,LAC,Los Angeles
