Joe Johnson,14976754,2010,2009,ATL,Atlanta Hawks
Josh Smith,10800000,2010,2009,ATL,Atlanta Hawks
Jamal Crawford,9360000,2010,2009,ATL,Atlanta Hawks
Marvin Williams,7500000,2010,2009,ATL,Atlanta Hawks
Mike Bibby,6217617,2010,2009,ATL,Atlanta Hawks
Zaza Pachulia,4750000,2010,2009,ATL,Atlanta Hawks
Al Horford,4307640,2010,2009,ATL,Atlanta Hawks
Maurice Evans,2500000,2010,2009,ATL,Atlanta Hawks
Jeff Teague,1373880,2010,2009,ATL,Atlanta Hawks
Joe Smith,1306455,2010,2009,ATL,Atlanta Hawks
Jason Collins,1181803,2010,2009,ATL,Atlanta Hawks
Randolph Morris,855189,2010,2009,ATL,Atlanta Hawks
Mario West,446740,2010,2009,ATL,Atlanta Hawks
Othello Hunter,307564,2010,2009,ATL,Atlanta Hawks
Paul Pierce,19795712,2010,2009,BOS,Boston Celtic
Ray Allen,18776860,2010,2009,BOS,Boston Celtic
Kevin Garnett,16400000,2010,2009,BOS,Boston Celtic
Rasheed Wallace,5854000,2010,2009,BOS,Boston Celtic
Kendrick Perkins,4250000,2010,2009,BOS,Boston Celtic
Nate Robinson,4000000,2010,2009,BOS,Boston Celtic
Brian Scalabrine,3413793,2010,2009,BOS,Boston Celtic
Glen Davis,3000000,2010,2009,BOS,Boston Celtic
Tony Allen,2500000,2010,2009,BOS,Boston Celtic
Rajon Rondo,2094922,2010,2009,BOS,Boston Celtic
Marquis Daniels,1990000,2010,2009,BOS,Boston Celtic
Shelden Williams,825497,2010,2009,BOS,Boston Celtic
Marcus Landry,457588,2010,2009,BOS,Boston Celtic
Lester Hudson,193802,2010,2009,BOS,Boston Celtic
Brad Miller,12250000,2010,2009,CHI,Chicago Bulls
Luol Deng,10370425,2010,2009,CHI,Chicago Bulls
Kirk Hinrich,9500000,2010,2009,CHI,Chicago Bulls
Jerome James,6600000,2010,2009,CHI,Chicago Bulls
Tim Thomas,6466600,2010,2009,CHI,Chicago Bulls
Derrick Rose,5184480,2010,2009,CHI,Chicago Bulls
Hakim Warrick,3000000,2010,2009,CHI,Chicago Bulls
Joe Alexander,2583360,2010,2009,CHI,Chicago Bulls
Joakim Noah,2455680,2010,2009,CHI,Chicago Bulls
Acie Law,2216160,2010,2009,CHI,Chicago Bulls
Jannero Pargo,2000000,2010,2009,CHI,Chicago Bulls
Ronald Murray,1990000,2010,2009,CHI,Chicago Bulls
James Johnson,1594080,2010,2009,CHI,Chicago Bulls
Lindsey Hunter,1306455,2010,2009,CHI,Chicago Bulls
Devin Brown,1100000,2010,2009,CHI,Chicago Bulls
Taj Gibson,1039800,2010,2009,CHI,Chicago Bulls
Chris Richard,43319,2010,2009,CHI,Chicago Bulls
Shaquille O\'Neal,20000000,2010,2009,CLE,Cleveland Caveliers
LeBron James,15779912,2010,2009,CLE,Cleveland Caveliers
Antawn Jamison,11641095,2010,2009,CLE,Cleveland Caveliers
Mo Williams,8860000,2010,2009,CLE,Cleveland Caveliers
Anderson Varejao,6300000,2010,2009,CLE,Cleveland Caveliers
Delonte West,4254250,2010,2009,CLE,Cleveland Caveliers
Daniel Gibson,4088500,2010,2009,CLE,Cleveland Caveliers
Jamario Moon,2750000,2010,2009,CLE,Cleveland Caveliers
Anthony Parker,2644230,2010,2009,CLE,Cleveland Caveliers
Sebastian Telfair,2500000,2010,2009,CLE,Cleveland Caveliers
J.J. Hickson,1429200,2010,2009,CLE,Cleveland Caveliers
Leon Powe,855189,2010,2009,CLE,Cleveland Caveliers
Darnell Jackson,736420,2010,2009,CLE,Cleveland Caveliers
Jawad Williams,736420,2010,2009,CLE,Cleveland Caveliers
Danny Green,457588,2010,2009,CLE,Cleveland Caveliers
Coby Karl,311896,2010,2009,CLE,Cleveland Caveliers
Cedric Jackson,53834,2010,2009,CLE,Cleveland Caveliers
Dirk Nowitzki,19795714,2010,2009,DAL,Dallas Mavericks
Erick Dampier,12115500,2010,2009,DAL,Dallas Mavericks
Jason Terry,9862500,2010,2009,DAL,Dallas Mavericks
Caron Butler,9780970,2010,2009,DAL,Dallas Mavericks
Jason Kidd,8000000,2010,2009,DAL,Dallas Mavericks
Shawn Marion,6635068,2010,2009,DAL,Dallas Mavericks
Brendan Haywood,6000000,2010,2009,DAL,Dallas Mavericks
Matt Carroll,4700000,2010,2009,DAL,Dallas Mavericks
DeShawn Stevenson,3886928,2010,2009,DAL,Dallas Mavericks
Eduardo Najera,3100000,2010,2009,DAL,Dallas Mavericks
Jose Barea,1657500,2010,2009,DAL,Dallas Mavericks
Tim Thomas,1306455,2010,2009,DAL,Dallas Mavericks
Rodrigue Beaubois,1075440,2010,2009,DAL,Dallas Mavericks
Greg Buckner,1000000,2010,2009,DAL,Dallas Mavericks
Carmelo Anthony,15779912,2010,2009,DEN,Denver Nuggets
Kenyon Martin,15363636,2010,2009,DEN,Denver Nuggets
Chauncey Billups,12100000,2010,2009,DEN,Denver Nuggets
Nene,10520000,2010,2009,DEN,Denver Nuggets
J.R. Smith,5508426,2010,2009,DEN,Denver Nuggets
Chris Andersen,3650000,2010,2009,DEN,Denver Nuggets
Antonio McDyess,3000000,2010,2009,DEN,Denver Nuggets
Renaldo Balkman,2112417,2010,2009,DEN,Denver Nuggets
Ty Lawson,1438690,2010,2009,DEN,Denver Nuggets
Anthony Carter,1306455,2010,2009,DEN,Denver Nuggets
Malik Allen,1300000,2010,2009,DEN,Denver Nuggets
Arron Afflalo,1086240,2010,2009,DEN,Denver Nuggets
Joey Graham,884881,2010,2009,DEN,Denver Nuggets
Johan Petro,884881,2010,2009,DEN,Denver Nuggets
Richard Hamilton,11625000,2010,2009,DET,Detroit Pistons
Tayshaun Prince,10324380,2010,2009,DET,Detroit Pistons
Ben Gordon,10000000,2010,2009,DET,Detroit Pistons
Charlie Villanueva,6500000,2010,2009,DET,Detroit Pistons
Jason Maxiell,5000000,2010,2009,DET,Detroit Pistons
Kwame Brown,4100000,2010,2009,DET,Detroit Pistons
Chris Wilcox,3000000,2010,2009,DET,Detroit Pistons
Rodney Stuckey,1805040,2010,2009,DET,Detroit Pistons
Fabricio Oberto,1800000,2010,2009,DET,Detroit Pistons
Austin Daye,1677840,2010,2009,DET,Detroit Pistons
Chucky Atkins,1306455,2010,2009,DET,Detroit Pistons
Ben Wallace,1306445,2010,2009,DET,Detroit Pistons
Will Bynum,825497,2010,2009,DET,Detroit Pistons
Jonas Jerebko,457588,2010,2009,DET,Detroit Pistons
DaJuan Summers,457588,2010,2009,DET,Detroit Pistons
Monta Ellis,11000000,2010,2009,GSW,Golden State
Andris Biedrins,9000000,2010,2009,GSW,Golden State
Corey Maggette,8937931,2010,2009,GSW,Golden State
Vladimir Radmanovic,6466600,2010,2009,GSW,Golden State
Raja Bell,5250000,2010,2009,GSW,Golden State
Speedy Claxton,5209454,2010,2009,GSW,Golden State
Ronny Turiaf,4140000,2010,2009,GSW,Golden State
Kelenna Azubuike,3132000,2010,2009,GSW,Golden State
Stephen Curry,2710560,2010,2009,GSW,Golden State
Brandan Wright,2671440,2010,2009,GSW,Golden State
Anthony Randolph,1837560,2010,2009,GSW,Golden State
Devean George,1600000,2010,2009,GSW,Golden State
C.J. Watson,1000497,2010,2009,GSW,Golden State
Anthony Morrow,736420,2010,2009,GSW,Golden State
Chris Hunter,632455,2010,2009,GSW,Golden State
Mikki Moore,537952,2010,2009,GSW,Golden State
Anthony Tolliver,359546,2010,2009,GSW,Golden State
Cartier Martin,86638,2010,2009,GSW,Golden State
Coby Karl,43319,2010,2009,GSW,Golden State
Yao Ming,16378325,2010,2009,HOU,Houston Rockets
Kevin Martin,10180170,2010,2009,HOU,Houston Rockets
Shane Battier,6864200,2010,2009,HOU,Houston Rockets
Jared Jeffries,6466600,2010,2009,HOU,Houston Rockets
Trevor Ariza,5854000,2010,2009,HOU,Houston Rockets
Brian Cook,3500000,2010,2009,HOU,Houston Rockets
Luis Scola,3375600,2010,2009,HOU,Houston Rockets
Hilton Armstrong,2801198,2010,2009,HOU,Houston Rockets
Jordan Hill,2483280,2010,2009,HOU,Houston Rockets
David Andersen,2300000,2010,2009,HOU,Houston Rockets
Chuck Hayes,2111750,2010,2009,HOU,Houston Rockets
Brent Barry,2062800,2010,2009,HOU,Houston Rockets
Kyle Lowry,2034997,2010,2009,HOU,Houston Rockets
