,PID,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Most Valuable Player,Rookie of the Year,Defensive Player of the Year,Most Improved Player,Sixth Man of the Year,3rdNBA,2ndNBA,1stNBA,2ndDEF,1stDEF,1stRK,2ndRK
124,DedmoDe01,Dewayne Dedmon,C,28,ATL,62,46,24.9,4,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.577,1.1,1.4,0.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17,1.8,1.9,3.7,0.114,-1,1.6,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
125,DekkeSa01,Sam Dekker,PF,23,LAC,73,1,12.1,1.8,3.5,0.494,0.1,0.8,0.167,1.6,2.7,0.593,0.514,0.5,0.8,0.661,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1,4.2,11.5,0.534,0.232,0.216,5.6,16,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,0.066,-2.1,-1,-3.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0
126,DelanMa01,Malcolm Delaney,PG,28,ATL,54,3,18.8,2,5.3,0.382,0.9,2.3,0.371,1.2,3,0.391,0.463,1.4,1.7,0.804,0.2,1.7,1.9,3,0.6,0.1,1.2,1.5,6.3,10.6,0.519,0.435,0.323,1,10,5.5,23.4,1.7,0.5,16.9,16.9,0.4,0.6,1,0.047,-2,-1.5,-3.6,-0.4,0,0,0,0,0,0,0,0,0,0,0,0
127,DellaMa01,Matthew Dellavedova,PG,27,MIL,38,3,18.7,1.4,4,0.362,0.8,2.1,0.372,0.7,1.9,0.351,0.457,0.7,0.7,0.926,0.4,1.3,1.7,3.8,0.4,0,1.3,1.8,4.3,8.6,0.5,0.513,0.178,2.3,8.2,5.3,27.4,1,0,23,13.5,0.3,0.2,0.5,0.032,-2.3,-3.6,-5.9,-0.7,0,0,0,0,0,0,0,0,0,0,0,0
128,DengLu01,Luol Deng,SF,32,LAL,1,1,13,1,2,0.5,0,0,1,2,0.5,0.5,0,0,0,0,0,1,1,0,1,0,2,0,0,5.5,0.5,0,0,0,0,0,10.1,3.7,0,33.3,9.8,0,0,0,-0.018,-7.2,-1.3,-8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
129,DeRozDe01,DeMar DeRozan,SG,28,TOR,80,80,33.9,8.1,17.7,0.456,1.1,3.6,0.31,7,14.1,0.494,0.488,5.8,7,0.825,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23,21,0.555,0.203,0.396,2.5,10.4,6.5,25,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,2.7,-0.9,1.8,2.6,0,0,0,0,0,0,1,0,0,0,0,0
130,DiallCh01,Cheick Diallo,PF,21,NOP,52,0,11.2,2,3.4,0.58,0,0,2,3.4,0.58,0.58,1,1.3,0.758,0.9,3.2,4.1,0.4,0.2,0.4,0.5,1.6,4.9,0,17,0.619,0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12,17.4,1.1,0.8,1.9,0.157,-2.8,-0.3,-3.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0
131,DiengGo01,Gorgui Dieng,C,28,MIN,79,0,16.9,2.4,4.9,0.479,0.2,0.8,0.311,2.1,4.1,0.511,0.504,1,1.3,0.775,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,5.9,14.7,0.543,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12,16.3,1.6,1.3,2.9,0.105,-1,0.6,-0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0
132,DinwiSp01,Spencer Dinwiddie,PG,24,BRK,80,58,28.8,4.1,10.5,0.387,1.8,5.4,0.326,2.3,5.1,0.452,0.471,2.7,3.4,0.813,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,12.6,15.9,0.527,0.517,0.32,1.8,10.2,6,35,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.118,2.1,-1.8,0.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0
133,DorseTy01,Tyler Dorsey,SG,21,ATL,56,5,17.4,2.6,6.8,0.377,1.3,3.6,0.362,1.3,3.3,0.393,0.471,0.8,1.1,0.714,0.3,2,2.3,1.4,0.3,0.1,0.7,1.1,7.2,10,0.494,0.521,0.165,2,12.9,7.4,12.5,0.9,0.4,8.3,20,0,0.4,0.4,0.02,-1.8,-2.5,-4.2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0
134,DotsoDa01,Damyean Dotson,SG,23,NYK,44,2,10.8,1.6,3.7,0.447,0.5,1.5,0.324,1.1,2.1,0.538,0.516,0.4,0.5,0.696,0.2,1.7,1.9,0.7,0.3,0,0.4,0.8,4.1,11.6,0.532,0.422,0.143,2.1,17.5,9.8,9.5,1.3,0.4,9,17.3,0.3,0.3,0.6,0.06,-1.4,-1.7,-3.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
135,DoyleMi01,Milton Doyle,SG,24,BRK,10,0,12.5,1.3,4.7,0.277,0.4,2.3,0.174,0.9,2.4,0.375,0.319,0.4,0.8,0.5,0.3,1.5,1.8,1,0.6,0.2,0.2,1.3,3.4,5.2,0.337,0.489,0.17,2.5,12.9,7.6,11.7,2.3,1.2,3.8,18.2,-0.3,0.1,-0.1,-0.052,-5.2,-0.6,-5.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
136,DoziePJ01,PJ Dozier,PG,21,OKC,2,0,1.5,0.5,1,0.5,0,0,0.5,1,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0.5,1,0,0,-5,0.5,0,0,0,38.3,18.5,0,0,0,33.3,42.9,0,0,0,-0.404,-23.5,-10.5,-34,0,0,0,0,0,0,0,0,0,0,0,0,0
137,DragiGo01,Goran Dragic,PG,31,MIA,75,75,31.7,6.5,14.3,0.45,1.5,4,0.37,5,10.3,0.481,0.502,2.9,3.6,0.801,0.7,3.4,4.1,4.8,0.8,0.2,2.2,2.4,17.3,16.6,0.543,0.279,0.252,2.5,12,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,1,-1.1,-0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0
138,DrewLa01,Larry Drew,PG,27,TOT,10,0,7,0.7,2.4,0.292,0.3,0.9,0.333,0.4,1.5,0.267,0.354,0,0,0.3,0,0.3,1,0,0,0.3,0.6,1.7,0,2.9,0.354,0.375,0,4.8,0,2.3,18.5,0,0,11.1,16.6,-0.1,0,-0.1,-0.061,-5.4,-5.3,-10.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0
139,DrummAn01,Andre Drummond,C,24,DET,78,78,33.7,6,11.3,0.529,0,0.1,0,6,11.2,0.536,0.529,3.1,5.1,0.605,5.1,10.9,16,3,1.5,1.6,2.6,3.2,15,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.189,0.2,5.3,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0
140,DudleJa01,Jared Dudley,PF,32,PHO,48,0,14.3,1,2.5,0.393,0.6,1.7,0.363,0.4,0.9,0.452,0.512,0.6,0.7,0.771,0.2,1.8,2,1.6,0.5,0.2,0.6,1.8,3.2,8.8,0.553,0.656,0.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,0.5,0.4,0.8,0.058,-1.9,0,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
141,DunnKr01,Kris Dunn,PG,23,CHI,52,43,29.3,5.5,12.8,0.429,0.8,2.6,0.321,4.7,10.2,0.457,0.462,1.6,2.2,0.737,0.5,3.8,4.3,6,2,0.5,2.9,3.3,13.4,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1,1.9,0.8,0.027,-1.4,1.4,-0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0
142,DuranKe01,Kevin Durant,PF,29,GSW,68,68,34.2,9.3,18,0.516,2.5,6.1,0.419,6.7,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,6.8,5.4,0.7,1.8,3,2,26.4,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,7.5,2.9,10.4,0.215,5,0.7,5.6,4.5,0,0,0,0,0,0,0,1,0,0,0,0
143,EddieJa01,Jarell Eddie,SF,26,TOT,3,0,3,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0,0,0,0,-1.9,0,1,0,0,12,6.1,0,5.6,0,0,9.8,0,0,0,-0.142,-10,1.6,-8.4,0,0,0,0,0,0,0,0,0,0,0,0,0
144,EllenHe01,Henry Ellenson,PF,21,DET,38,0,8.7,1.4,3.8,0.363,0.5,1.6,0.333,0.9,2.3,0.384,0.432,0.7,0.8,0.862,0.3,1.9,2.1,0.5,0.1,0,0.5,0.6,4,10.5,0.476,0.411,0.199,3.3,24.3,13.6,9.4,0.8,0,10.2,23.8,-0.2,0.4,0.1,0.02,-4.3,-2.6,-6.8,-0.4,0,0,0,0,0,0,0,0,0,0,0,0
145,EllinWa01,Wayne Ellington,SG,30,MIA,77,2,26.5,3.7,9.1,0.407,2.9,7.5,0.392,0.8,1.6,0.479,0.569,0.9,1,0.859,0.3,2.5,2.8,1,0.7,0.1,0.7,1.2,11.2,12.5,0.588,0.827,0.111,1.3,10.7,6,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.8,-1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,EmbiiJo01,Joel Embiid,C,23,PHI,63,63,30.3,8.1,16.8,0.483,1,3.4,0.308,7,13.4,0.527,0.514,5.7,7.4,0.769,2.3,8.7,11,3.2,0.6,1.8,3.7,3.3,22.9,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18,1,4.8,15.6,33.4,2.3,3.8,6.2,0.155,0.1,2.5,2.6,2.2,0,0,0,0,0,0,1,0,1,0,0,0
147,EnnisJa01,James Ennis,SF,27,TOT,72,22,22.3,2.5,5.3,0.474,0.7,2.1,0.333,1.8,3.2,0.567,0.54,1.3,1.6,0.836,1,2.1,3.1,1,0.7,0.3,0.8,1.9,7.1,11.6,0.588,0.398,0.302,5.1,11,8,6.6,1.5,1,11.4,13.7,2,1.1,3.1,0.092,-0.6,-0.5,-1.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0
148,EnnisTy01,Tyler Ennis,PG,23,LAL,54,11,12.6,1.7,4.1,0.42,0.3,1,0.25,1.5,3.1,0.476,0.451,0.4,0.5,0.759,0.4,1.4,1.8,1.9,0.6,0.2,0.7,1.4,4.1,11.1,0.473,0.25,0.129,3,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.058,-2.8,-0.1,-2.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
149,EvansJa01,Jawun Evans,PG,21,LAC,48,4,16.2,1.9,5.3,0.352,0.3,1.1,0.278,1.5,4.1,0.372,0.381,0.8,1,0.776,0.2,1.6,1.8,2.1,0.8,0.1,0.9,2,4.8,7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-4.2,-0.5,-4.7,-0.5,0,0,0,0,0,0,0,0,0,0,0,0
150,EvansJe01,Jeremy Evans,SF,30,ATL,1,0,5,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,2,0,0,10.4,1,0,0,22.3,0,11.2,0,0,0,50,17.5,0,0,0,-0.028,-2.3,-6,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0
151,EvansTy01,Tyreke Evans,PG,28,MEM,52,32,30.9,7,15.6,0.452,2.2,5.5,0.399,4.8,10.1,0.482,0.523,3.2,4,0.785,0.8,4.3,5.1,5.2,1.1,0.3,2.3,1.8,19.4,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1,11.5,28.4,3.1,1.2,4.2,0.126,4.4,-0.8,3.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0
152,ExumDa01,Dante Exum,PG,22,UTA,14,0,16.8,3,6.2,0.483,0.4,1.3,0.278,2.6,4.9,0.536,0.511,1.8,2.2,0.806,0.3,1.6,1.9,3.1,0.6,0.2,1.4,1.4,8.1,16.7,0.566,0.207,0.356,2,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.5,-0.7,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
153,FarieKe01,Kenneth Faried,PF,28,DEN,32,7,14.4,2.4,4.6,0.514,0,0,0,2.4,4.6,0.517,0.514,1.1,1.6,0.706,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9,17.4,0.552,0.007,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,0.132,-1.1,-1.1,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0
154,FavorDe01,Derrick Favors,C,26,UTA,77,77,28,5.1,9.1,0.563,0.2,0.8,0.222,4.9,8.3,0.596,0.573,1.8,2.8,0.651,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,12.3,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.5,2.2,2.7,2.5,0,0,0,0,0,0,0,0,0,0,0,0
155,FeldeKa01,Kay Felder,PG,22,TOT,16,0,8.8,1.3,4.4,0.3,0.3,1.2,0.211,1.1,3.2,0.333,0.329,0.7,0.8,0.917,0.2,0.9,1.1,1.3,0.2,0.1,1,0.7,3.6,3.6,0.379,0.271,0.171,2.3,12,6.9,22,1,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-8.6,-3.8,-12.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0
156,FelicCr01,Cristiano Felicio,C,25,CHI,55,16,17.8,2.3,3.9,0.591,0,0,0,2.3,3.9,0.596,0.591,1,1.5,0.667,1.5,2.7,4.2,1,0.3,0.2,1,1.9,5.6,12.5,0.614,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1,17.7,13.6,1.2,0.5,1.7,0.086,-2.3,-0.1,-2.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
157,FeltoRa01,Raymond Felton,PG,33,OKC,82,2,16.6,2.7,6.7,0.406,1,2.8,0.352,1.7,3.9,0.444,0.479,0.4,0.5,0.818,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,6.9,13,0.494,0.417,0.08,2,11,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-1.1,-1.7,-2.8,-0.3,0,0,0,0,0,0,0,0,0,0,0,0
158,FerguTe01,Terrance Ferguson,SG,19,OKC,61,12,12.5,1.1,2.8,0.414,0.7,2,0.333,0.5,0.8,0.612,0.533,0.1,0.2,0.9,0.3,0.5,0.8,0.3,0.4,0.2,0.2,1.4,3.1,7.4,0.545,0.71,0.059,2.7,4.2,3.4,3.4,1.6,1.2,6,10.4,0.7,0.5,1.2,0.077,-1.2,-1.3,-2.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
159,FerreYo01,Yogi Ferrell,SG,24,DAL,82,21,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.477,0.518,1,1.3,0.796,0.3,2.7,3,2.5,0.8,0.1,1,1.9,10.2,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17,1.5,1.5,3,0.064,-0.4,-0.6,-1,0.6,0,0,0,0,0,0,0,0,0,0,0,0
160,FinneDo01,Dorian Finney-Smith,PF,24,DAL,21,13,21.3,2.2,5.8,0.38,1,3.2,0.299,1.2,2.6,0.481,0.463,0.5,0.7,0.733,1,2.5,3.6,1.2,0.5,0.2,1,2,5.9,7.6,0.482,0.554,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
161,ForbeBr01,Bryn Forbes,SG,24,SAS,80,12,19,2.6,6.2,0.421,1.1,2.9,0.39,1.5,3.4,0.446,0.51,0.6,0.9,0.667,0.2,1.2,1.4,1,0.4,0,0.5,1.4,6.9,9.1,0.525,0.459,0.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-1.2,-1.9,-3.1,-0.4,0,0,0,0,0,0,0,0,0,0,0,0
162,FournEv01,Evan Fournier,SF,25,ORL,57,57,32.2,6.5,14.1,0.459,2.2,5.9,0.379,4.2,8.2,0.516,0.538,2.6,3,0.867,0.4,2.8,3.2,2.9,0.8,0.3,1.7,2.4,17.8,15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,1.6,-2.1,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0
163,FoxDe01,De'Aaron Fox,PG,20,SAC,73,60,27.8,4.5,10.9,0.412,0.6,2.1,0.307,3.8,8.8,0.436,0.441,1.9,2.7,0.723,0.5,2.3,2.8,4.4,1,0.3,2.4,2.2,11.6,11.2,0.478,0.192,0.245,1.8,10,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.8,-1.5,-4.4,-1.2,0,0,0,0,0,0,0,0,0,0,0,0
164,FraziTi01,Tim Frazier,PG,27,WAS,59,11,14.2,1.2,2.9,0.395,0.3,0.9,0.304,0.9,2,0.44,0.445,0.4,0.5,0.767,0.3,1.6,1.9,3.3,0.8,0.1,1,1.6,3,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1,1.4,0.08,-2.4,0.3,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,FryeCh01,Channing Frye,C,34,TOT,53,1,13.1,2,4,0.491,0.7,2.2,0.339,1.2,1.8,0.67,0.583,0.3,0.4,0.895,0.2,2.3,2.5,0.7,0.3,0.2,0.4,1.3,5,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.101,-0.7,-1,-1.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0
166,FultzMa01,Markelle Fultz,SG,19,PHI,14,0,18.1,3.2,7.9,0.405,0,0.1,0,3.2,7.9,0.409,0.405,0.7,1.5,0.476,0.8,2.3,3.1,3.8,0.9,0.3,1.2,1.6,7.1,12.4,0.416,0.009,0.189,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,0.043,-3.8,0.8,-3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
167,GalliDa01,Danilo Gallinari,SF,29,LAC,21,21,32,4.9,12.2,0.398,1.7,5.3,0.324,3.1,6.9,0.455,0.469,3.9,4.1,0.931,0.4,4.4,4.8,2,0.6,0.5,1.2,1.4,15.3,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.088,0,-1.4,-1.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0
168,GalloLa01,Langston Galloway,SG,26,DET,58,2,14.9,2.2,5.9,0.371,1.3,3.8,0.344,0.9,2.1,0.418,0.481,0.6,0.7,0.805,0.2,1.4,1.6,1,0.6,0.1,0.3,0.7,6.2,12.2,0.503,0.641,0.121,1.6,10.3,5.9,10.1,2,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,-1.6,-1.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0
169,GasolMa01,Marc Gasol,C,33,MEM,73,73,33,5.9,14.2,0.42,1.5,4.4,0.341,4.5,9.8,0.456,0.473,3.8,4.6,0.834,1.1,7,8.1,4.2,0.7,1.4,2.7,2.5,17.2,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4,0.08,-0.1,1.6,1.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0
170,GasolPa01,Pau Gasol,C,37,SAS,77,63,23.5,3.7,8.1,0.458,0.6,1.6,0.358,3.2,6.6,0.481,0.492,2.1,2.7,0.756,1.7,6.4,8,3.1,0.3,1,1.4,1.6,10.1,18.9,0.539,0.191,0.333,7.8,30.2,19,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6,0.159,-0.1,3.3,3.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0
171,GayRu01,Rudy Gay,PF,31,SAS,57,6,21.6,4.4,9.4,0.471,0.6,2.1,0.314,3.8,7.4,0.516,0.506,2,2.5,0.772,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,11.5,18,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,0.123,-0.7,1,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0
172,GeorgPa01,Paul George,SF,27,OKC,79,79,36.6,7.3,17,0.43,3.1,7.7,0.401,4.2,9.3,0.454,0.521,4.3,5.2,0.822,0.9,4.7,5.7,3.3,2,0.5,2.7,2.9,21.9,18.7,0.57,0.454,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5,3.9,8.9,0.148,2.5,0,2.6,3.3,0,0,0,0,0,1,0,0,0,0,0,0
173,GeorgMa01,Marcus Georges-Hunt,SG,23,MIN,42,0,5.3,0.5,1.1,0.438,0.1,0.4,0.267,0.4,0.8,0.515,0.479,0.3,0.5,0.619,0.2,0.2,0.4,0.2,0.1,0,0.1,0.8,1.4,6.9,0.515,0.313,0.438,3.6,4.7,4.1,4.1,1.3,0,5,11.9,0.2,0,0.2,0.049,-1.7,-2.7,-4.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
174,GibsoJo01,Jonathan Gibson,PG,30,BOS,4,0,10,3.5,5.8,0.609,1.5,3,0.5,2,2.8,0.727,0.739,0,0,0,0.8,0.8,1,0,0,0.8,1.3,8.5,0,25.4,0.739,0.522,0,0,8.1,4.1,22.6,0,0,11.5,29,0.1,0,0.2,0.195,7.2,-5.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
175,GibsoTa01,Taj Gibson,PF,32,MIN,82,82,33.2,5.2,9,0.577,0.1,0.4,0.2,5.1,8.6,0.595,0.581,1.7,2.3,0.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.9,0.2,1.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0
176,GinobMa01,Manu Ginobili,SG,40,SAS,65,0,20,3.1,7.1,0.434,1,3,0.333,2.1,4.2,0.506,0.503,1.7,2,0.84,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,8.9,12.9,0.553,0.415,0.283,1.6,10.6,6.1,19.1,1.7,1,16.8,21.5,0.6,1.6,2.2,0.082,-0.5,-0.5,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
177,GoberRu01,Rudy Gobert,C,25,UTA,56,56,32.4,4.9,7.9,0.622,0,0,4.9,7.9,0.622,0.622,3.6,5.3,0.682,2.9,7.8,10.7,1.4,0.8,2.3,1.9,2.7,13.5,0,20.7,0.657,0,0.673,10.4,27,18.8,6.9,1.2,6,15.7,16.9,4.2,3.9,8.1,0.214,-0.3,4.6,4.3,2.9,0,0,1,0,0,0,0,0,0,1,0,0
178,GordoAa01,Aaron Gordon,PF,22,ORL,58,57,32.9,6.5,14.9,0.434,2,5.9,0.336,4.5,9,0.497,0.5,2.7,3.9,0.698,1.5,6.4,7.9,2.3,1,0.8,1.8,1.9,17.6,16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0.072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,GordoEr01,Eric Gordon,SG,29,HOU,69,30,31.2,6,14.1,0.428,3.2,8.8,0.359,2.9,5.2,0.544,0.54,2.8,3.5,0.809,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,1.4,-2.4,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
180,GortaMa01,Marcin Gortat,C,33,WAS,82,82,25.3,3.5,6.8,0.518,0,0,3.5,6.8,0.518,0.518,1.3,2,0.675,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4,0,14.7,0.546,0,0.291,9.9,24,17,10.6,1,2.6,13.5,15.5,2.4,2.4,4.9,0.113,-1.6,1.9,0.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0
181,GrahaTr01,Treveon Graham,SG,24,CHO,63,2,16.7,1.5,3.5,0.434,0.6,1.5,0.412,0.9,2,0.452,0.525,0.7,0.9,0.695,0.7,1.3,1.9,0.9,0.5,0,0.4,1.7,4.3,9,0.553,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,0.08,-0.6,-0.3,-0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0
182,GrantJe01,Jerami Grant,PF,23,OKC,81,1,20.3,3,5.6,0.535,0.4,1.4,0.291,2.6,4.3,0.613,0.57,2,3,0.675,1.1,2.9,3.9,0.7,0.4,1,0.7,1.9,8.4,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16,3.5,1.9,5.4,0.156,-0.8,0.2,-0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0
183,GrantJe02,Jerian Grant,PG,25,CHI,74,26,22.8,2.8,6.8,0.416,0.8,2.5,0.326,2,4.3,0.468,0.476,1.9,2.5,0.745,0.4,1.9,2.3,4.6,0.9,0.1,1.2,1.8,8.4,14.3,0.528,0.372,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,2.3,1,3.3,0.094,-0.1,-1.8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
184,GrayJo01,Josh Gray,PG,24,PHO,5,0,17.2,2.2,8.2,0.268,0.6,2.6,0.231,1.6,5.6,0.286,0.305,1.4,2.2,0.636,0.4,1.6,2,2.4,1.6,0.4,1.4,1.6,6.4,7.2,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.118,-5.9,0.4,-5.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0
185,GreenDa01,Danny Green,SG,30,SAS,70,60,25.6,3.1,8,0.387,1.7,4.6,0.363,1.4,3.4,0.419,0.49,0.7,0.9,0.769,0.6,3,3.6,1.6,0.9,1.1,1.1,1.7,8.6,11.4,0.509,0.57,0.116,2.5,13,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1.1,2.2,1.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0
186,GreenDr01,Draymond Green,PF,27,GSW,70,70,32.7,4,8.8,0.454,1.1,3.7,0.301,2.9,5.2,0.562,0.516,1.9,2.5,0.775,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.4,2.7,3.2,3,0,0,0,0,0,0,0,0,1,0,0,0
