Abrines Alex,5725000,2018,2017,OKC,Oklahoma City
Acy Quincy,1709538,2018,2017,NJN,Brooklyn Nets
Adams Steven,22471910,2018,2017,OKC,Oklahoma City
Adebayo Bam,2490360,2018,2017,MIA,Miami Heat
Afflalo Arron,1500000,2018,2017,SAC,Sacramento Kings
Afflalo Arron,2328652,2018,2017,ORL,Orlando Magic
Ajinca Alexis,4961798,2018,2017,NOH,New Orleans
Aldrich Cole,7300000,2018,2017,MIN,Minnesota Timberwolves
Aldridge LaMarcus,21461010,2018,2017,SAS,San Antonio
Allen Jarrett,1713720,2018,2017,NJN,Brooklyn Nets
Allen Tony,2116955,2018,2017,NOH,New Orleans
Aminu AlFarouq,7319035,2018,2017,POR,Portland Trail
Anderson Justin,1579440,2018,2017,PHI,Philadelphia 76ers
Anderson Kyle,2151704,2018,2017,SAS,San Antonio
Anderson Ryan,19578455,2018,2017,HOU,Houston Rockets
Anigbogu Ike,950000,2018,2017,IND,Indiana Pacers
Antetokounmpo Giannis,22471910,2018,2017,MIL,Milwaukee Bucks
Anthony Carmelo,26243760,2018,2017,OKC,Oklahoma City
Anunoby OG,1645200,2018,2017,TOR,Toronto Raptors
Ariza Trevor,7420912,2018,2017,HOU,Houston Rockets
Arthur Darrell,7464912,2018,2017,DEN,Denver Nuggets
Asik Omer,10595505,2018,2017,NOH,New Orleans
Augustin DJ,7250000,2018,2017,ORL,Orlando Magic
Babbitt Luke,1974159,2018,2017,ATL,Atlanta Hawks
Bacon Dwayne,815615,2018,2017,CHA,Charlotte Hornets
Baker Ron,4328000,2018,2017,NYK,New York
Baldwin Wade,1874400,2018,2017,MEM,Memphis Grizzlies
Ball Lonzo,6286560,2018,2017,LAL,Los Angeles
Barbosa Leandro,500000,2018,2017,PHO,Phoenix Suns
Barea JJ,3903900,2018,2017,DAL,Dallas Mavericks
Barnes Harrison,23112004,2018,2017,DAL,Dallas Mavericks
Barnes Matt,2133542,2018,2017,SAC,Sacramento Kings
Barton Will,3533333,2018,2017,DEN,Denver Nuggets
Batum Nicolas,22434783,2018,2017,CHA,Charlotte Hornets
Bayless Jerryd,9000000,2018,2017,PHI,Philadelphia 76ers
Baynes Aron,4328000,2018,2017,BOS,Boston Celtic
Bazemore Kent,16910113,2018,2017,ATL,Atlanta Hawks
Beachem VJ,50000,2018,2017,LAL,Los Angeles
Beal Bradley,23775506,2018,2017,WAS,Washington Wizards
Beasley Malik,1700640,2018,2017,DEN,Denver Nuggets
Beasley Michael,2116955,2018,2017,NYK,New York
Belinelli Marco,6606060,2018,2017,ATL,Atlanta Hawks
Bell Jordan,815615,2018,2017,GSW,Golden State
Bembry DeAndre,1567200,2018,2017,ATL,Atlanta Hawks
Bender Dragan,4468800,2018,2017,PHO,Phoenix Suns
Bertans Davis,1312611,2018,2017,SAS,San Antonio
Beverley Patrick,5513514,2018,2017,LAC,Los Angeles
Birch Khem,815615,2018,2017,ORL,Orlando Magic
Biyombo Bismack,17000000,2018,2017,ORL,Orlando Magic
Bjelica Nemanja,3949999,2018,2017,MIN,Minnesota Timberwolves
Black Tarik,3290000,2018,2017,HOU,Houston Rockets
